,Company,Review,Date,Rate
22,paddypower,Terrible bookmaker. Not all races are paid at the better price even on singles. More interested in your money than your betting enjoyment.,2023-01-25 10:38:40,1
23,paddypower,App is easy to use. But as a company PP don't like you doing any winning even small wins if you do they then withdraw offers like best odds guaranteed.,2023-02-10 09:50:09,3
24,paddypower,"My experience on paddy Power is amazing, they are a great company and provide great service for all needs fast withdrawals and they all give loyal customer great treats and offers to play with, best playing app 😀 👍",2023-02-01 14:47:49,5
25,paddypower,"Excellent and easy to use, great for bonus bets, withdrawals go into your account immediately. Format is excellent.",2023-01-28 09:26:12,5
26,paddypower,"Always changing the rules, hardly ever do freebies, bonuses aren't very good. Cash out always suspended so you can't actually cash out.",2023-01-29 09:23:38,1
27,paddypower,Good odds on accumulated bets until you come close to winning. From then on it's just not worth it. Find another betting site,2023-01-26 16:25:31,1
28,paddypower,My horse selections are often deleted when I touch the screen at 'bet'. I have to start all over again,2023-01-31 10:55:12,2
29,paddypower,"Best all rounder betting app for me for racing, football and lotteries...all in 1 place, easy to use and navigate...5 stars from me",2023-01-27 03:45:49,5
30,paddypower,"Poker bad, slots don't pay very well but the betting is OK. Some things never change the slots are a disaster and it's the only poker site I can't make anything on .",2023-01-29 05:19:29,5
31,paddypower,"Great app, and love it that paddy Power has not forgotten us small stake punters, and also being able to just put a fiver into your account its fantastic",2023-01-28 08:29:46,5
32,paddypower,"Great, but when you message me about horses I have previously backed it doesn't give the full name and where it is running.",2023-01-31 10:17:06,5
33,paddypower,Great odds and alot of betting options from horses to football easy to use app also.,2023-01-28 09:29:24,5
34,paddypower,Normally a sufficient service provided but your odds for irish lotto and New York lotto are very poor in comparison to high street shops and bet365 so I will not use this site to bet on any of these.,2023-02-03 11:05:42,3
35,paddypower,"The streams for the racing need improved badly. Very hit and miss, extremely irritating.",2023-01-27 08:38:55,5
36,paddypower,"Excellent app, easy to use and navigate, brilliant all round.",2023-01-27 15:29:46,5
37,paddypower,"Very poor app with very limited selections, suspended cash out every single time your bet is coming in, suspended games for 90 mins on your bet for no reasons only to disable cash out too...joke of an app.",2023-01-29 14:51:33,2
38,paddypower,On the low side of average. Other sites better prices and more best price guaranteed meetings for horse racing.,2023-01-26 11:04:28,2
39,paddypower,Mostly good. Occasionally don't receive free spins? Great playing with card.,2023-01-31 16:57:17,5
40,paddypower,"Great experience ,keeps you up to date immediately,also great offers & loyalty rewards",2023-02-04 06:16:06,5
41,paddypower,Brought back Instant Withdrawals.. Games don't lag as much.. Good Bug Fixes.!! 4/5 Stars now 👍🏻,2023-01-26 21:36:58,4
42,paddypower,Nice smooth app. Loads of advanced options. Quick and easy.. 💲💲💲,2023-02-09 05:42:47,4
43,paddypower,"Well easy to use,, good value,, on horse racing betting and other sports",2023-01-28 08:45:48,5
44,paddypower,"This use to be a good site, I have no idea what has gone on in there, but you either don't really care anymore about your site or the technology has changed, but it's rubbish....slow, not responsive, selects options you did not pick, and then tells you about winner's in bet builder's that have not won, very messy. Uninstall, reinstall all the same, and hear the same back from other's....you got two stars, one for the free bets and the second for returning winnings straight away",2022-10-09 05:26:16,2
45,paddypower,I do need to win more. Also jackpots in bingo and slots need to be higher stakes.,2023-01-30 09:54:56,4
46,paddypower,"Far superior to other betting apps, faster and better in my opinion.",2023-02-03 07:16:36,4
47,paddypower,No problems but would like to be able to search for individual horses,2023-01-29 07:03:47,5
48,paddypower,Continually gone down hill with prices places ect. And the slots don't bother biggest rip off ever,2023-01-26 14:14:05,1
49,paddypower,When I 1st got the app it wasn't good but paddy Power seems to have sorted out the issues so good app,2023-01-28 06:16:13,1
50,paddypower,Shows just a zero on it's own for zero balance at top of screen. Not the usual 0.00 Kinda freaks me out 😵‍💫,2023-01-30 15:44:45,3
51,paddypower,It's been a week now and I still can't watch tennis because the video player keeps lagging and freezing,2023-01-30 08:46:28,5
52,paddypower,"User friendly,clean layout,in play betting,good promo.",2023-01-28 15:19:06,5
53,paddypower,Easy to use best betting app great prices and quick payouts Great real time videos,2023-01-28 07:56:41,5
54,paddypower,"Why have I got to search for English National League,other bookies list it? Also finding future footy matches a nightmare.",2023-02-08 02:52:53,4
55,paddypower,"slow fireing up in the shop, cost me many winners but that's outweighed by the simplicity to use",2023-01-25 08:39:44,5
56,paddypower,"Easy to use, fast payout and great customer support",2023-02-08 04:30:32,5
57,paddypower,Brilliant service good app and very helpful staff 👍 happy betting with paddy powers good luck 🍀,2023-02-06 05:01:16,5
58,paddypower,A very simple easy to use betting experience.,2023-02-05 09:31:14,5
59,paddypower,Multiples bets are limited. Where is the Trixie option? It seems to be singles or accumulators only?,2023-01-30 16:13:38,3
60,paddypower,Great app easy to use and better odds than other betting company's,2023-02-07 14:30:19,5
61,paddypower,"For me, this is the best betting app I've used. The offers are good and it's simple to use.",2023-02-03 15:43:14,4
62,paddypower,"App very slow, and poor response to items selected",2023-01-28 14:33:23,1
63,paddypower,Good but I cnt get any promotions.like play beat the drop .or any free bets promotions,2023-01-28 07:48:24,3
64,paddypower,No issues loading.Quick and easy. Prompt settling,2023-02-07 09:48:08,5
65,paddypower,"Easy and simple to use, quite quick too",2023-02-10 11:28:44,5
66,paddypower,"Great app, sometimes a little lag. Markets are great",2023-02-05 04:07:44,5
67,paddypower,There should be more selections to choose when creating bet builders,2023-01-25 12:06:59,3
68,paddypower,"Fast and efficient, easy just what you need",2023-02-09 13:35:15,4
69,paddypower,"No issues with withdrawals so far, good offers, so all good",2023-01-30 12:53:13,5
70,paddypower,I think paddypower give very good service and are very fair with there betting offers,2023-01-28 04:59:14,4
71,paddypower,Fantastic offers. Free bets Rapid payments. Great odds .Great games,2023-01-24 17:42:36,5
72,paddypower,Was good but I am disappointed the wonder wheel is no longer available to me!,2023-02-07 17:39:49,2
73,paddypower,"Brilliant app, safe and easy to use.",2023-01-31 10:32:28,5
74,paddypower,"Great app from a great site, always runs smoothly",2023-01-25 13:51:25,5
75,paddypower,Press on good odds and suddenly they go down. Total con,2023-02-08 13:48:11,1
76,paddypower,Easy to use and great prices,2023-01-30 13:48:54,5
77,paddypower,Very smooth Web site. Love the free bets.,2023-01-26 09:33:25,5
78,paddypower,"Great offers, easy to navigate",2023-02-07 14:40:12,5
79,paddypower,Very easy to use and navigate,2023-01-30 20:37:48,5
80,paddypower,Easy to use and easy access,2023-01-26 04:12:19,5
81,paddypower,"Please put all UK matches first, then rest of Europe, finally RoW.",2023-01-28 07:44:57,3
82,paddypower,Very enjoyable and not difficult to use,2023-01-28 09:10:30,5
83,paddypower,"Easy to use, lots of information.",2023-01-27 11:07:54,5
84,paddypower,"Fun and smooth, great clarity",2023-02-08 08:17:02,5
85,paddypower,Easy to use and efficient,2023-02-07 12:38:36,5
86,paddypower,Very fair and exciting only small wagers but still exciting 😀,2023-01-27 16:45:11,5
87,paddypower,Would be better if you can play a sound when a goal is scored,2023-01-28 15:31:20,4
88,paddypower,"only want losing punters , restricted for winning a little ,",2023-01-30 16:36:32,1
89,paddypower,Easy to use. Great choice of bet options.,2023-02-05 10:22:36,5
90,paddypower,"Decent app but NEVER win on ""Paddy's Wonder Wheel"". TV ads make it look like everyone wins and iv been using the app daily for about 3/4 weeks now and iv won a couple of spins ONCE which then won me nothing on the slot so has been a waste of time every day. Doubt I'll b using again. I can go a month without using William Hill and still do the bonus drop and get 5 spins almost every time and win something from them too. Not looking for mega wins but at least something now n then would b nice.",2022-12-09 11:37:16,2
91,paddypower,"What can I say. I stopped betting using Paddy Power because of how sticky the app is. I click one button and it highlights another, and then redirects me for no reason. The two is for the free games, though even on them when u win, its only 2 spins, unlike the other brands that offer 3 or 5. Poor",2023-01-03 15:53:46,2
92,paddypower,"Most user friendly, making your winnings/funds instantly accessible and loyalty rewarding/perks sports betting & Casino app out there. I rarely gamble, but when I occasionally feel lucky I do, and only on here! I bet small amounts in return for potential high rewards, so my risk is always minimal. It's like if I win it's a miracle and if I lose it's nothing more then the meal you never finished at the restaurant. You don't think about it the next day! So from a responsible anti gambler I rate it",2023-01-04 15:55:06,5
93,paddypower,The fact paddy Power earn millions of pounds but still cannot be bothered to make the app easier to use. Everything single thing on the app is super slow and it's so annoying. Every other betting platform is fast apart from Ladbrokes which is why I don't use them. Please get your developers to upgrade the app and speed it up.,2022-12-18 09:59:51,1
94,paddypower,"This app won't open, tells me I'm in a country where the app doesn't work 🧐. I don't remember getting on a plane 🤔. I've tried deleting and reinstalling it. I even tried turning off and on the WiFi and phone, but still the same result!",2023-01-07 07:23:02,1
95,paddypower,"Overall a decent betting experience. Could be improved by reducing free Betbuilders to less selections, ie 2 or 3 instead of a minimum 4. Just feels as if there's next to no chance of winning with that threshold. Also think there's an untapped market there for the first bookmaker brave/ foolish to count shots that directly hit post/bar as"" shots on target"".",2022-11-14 08:40:07,4
96,paddypower,"Good, great sometime i don't get the free bet if one result let's me down.",2023-01-25 14:45:06,4
97,paddypower,Great. Good odds plus free daily games,2023-01-30 02:16:21,5
98,paddypower,As a small shareholder from when listed in UK I really find it embarrassing why you have BPG on all races . Unless you remember to take SP on those races your raceroom is very poor at pricing these races . Shame really as I have enjoyed giving money to you for so long though the share price has covered my losses . Cheers,2023-01-25 09:26:04,2
99,paddypower,"Absolutely terrible app. keep away. Constantly freezes even with high speed broadband. The football results are not up to date and this impedes the choice of ""cashing out"". I left Hill's to join this only to find the exact same issues. My friends are experiencing the same issues. shocking and so unprofessional.",2019-02-02 13:22:09,1
100,paddypower,Just love Paddy Power.. better than other sites. Happy jolly and colourful x,2023-02-01 10:29:56,5
101,paddypower,"Tried opening an account and had errors saying I already had an account when I don't, made sure my email wasn't used and it isn't so I contacted support. Waited over an hour to speak to someone and then the person didn't even solve the problem and just left the conversation. Absolutely useless. Don't waste your time if you have the same problem when trying to sign up, just find another service.",2021-03-18 13:50:07,1
102,paddypower,Good app easy to use with good odds,2023-02-03 13:43:46,5
103,paddypower,"Fingerprint authentication stopped working, then they changed it so that it reboots the phone when you try it. Your suggestion to contact support was fruitless; to quote, ""I am not sure how I can help on the spot when your phone is rebooting sorry"", and ""I am seeing nothing about this with our tech team there was no notes, first I have heard of this"". Strange when there are plenty of reports...",2022-07-07 16:26:51,1
104,paddypower,"Website is horrendous to navigate and so sloooowwww, which when betting in play makes it unusable basically. Never get a cashout as constantly suspended all the way through a match for no reason. Website navigation is very slow and when you go back one page it takes you back to the beginning which is frustrating. Odds are not as good to.",2022-08-19 15:11:40,1
105,paddypower,"Has become really laggy on the games where a third bonus will land but then the last reel will suddenly jump and in so taking away your bonus, I'm not saying this site is fixed but yea, does look that way on the games. I have reported this a few times but received no feedback and still the games and the bonuses are still 'jumping'",2022-11-04 05:20:21,1
106,paddypower,"As abetting app slightly better than most for fair prices however the same as them all when it comes to playing the slots one big fiddle you have as good a chance of winning the lottery, someone needs to look into this because the odds are well and truly not in your favour £160 40p a spin on several slots not one feature or bonus. Same thing yesterday. I only gamble what I can afford to lose so to those people who can't please buy a lottery ticket.",2022-08-27 18:50:14,1
107,paddypower,"Paddy Power is ok but not great, I like the rewards you get in the form of free bets. With that said the cash out option is rubbish in comparison to other sites, Very low in value and suspends a lot especially when your winning...... so good luck trying to cash out. Would like to see early payout offer here like other sites. The site could also be made easier to navigate through, doing an acca is time consuming. In a nut shell it is ok but not my go to.",2022-09-15 14:55:15,3
108,paddypower,Utter shambles. I tried opening an account and was asked for verification documents. I provided all the documents clearly showing the information that had been requested but I was repeatedly asked for further documents showing the same information. Eventually I gave up and closed the account. Take your business elsewhere would be my advice.,2022-10-31 16:04:49,1
109,paddypower,For navigating through football this has got to be the worst App I've used. It can be so frustrating when trying to put an accumulator on as the leagues are all over the place. It can be very frustrating when putting on a weekend acca as you can't choose by day of play like willhill for example who's App is second to none for football accumulators. It really tries my patience sometimes when putting on accas especially if you have some teams in lower leagues and you can't find them scrolling.,2021-08-20 11:20:47,1
110,paddypower,"Easy to use, excellent offers",2023-01-27 10:21:29,5
111,paddypower,"Lots of free bets and easy to use app,fastest cash withdrawals I've experienced,customer service excellent,odds very good compared to other well known bookmakers,definitely recommend. The live horse racing streams rarely work now so unfortunately all the positives are negated by this.",2023-01-13 12:06:55,1
112,paddypower,Has somehow gotten slower *** Slow/lagging over the past few months. Hasn't changed with the most recent update as of today. Navigating menus is cumbersome. I have switched betting companies mainly due to this. Would come back if fixed.,2022-09-17 09:25:05,1
113,paddypower,Great service and promotions.,2023-01-25 04:46:06,5
114,paddypower,"Don't know if it's the app or the phone. But everytime I go to log in via fingeprint it restarts the phone. It doesn't do it on other apps so thinking it's this Paddy Power app. I can't always remember the different passwords I use so the fingerprint is used often, but now I can't use it on here. Edit: tried the link providedz nothing seems to be working. Never had this issue with a betting app before, if its not fixed soon I'm going to have to look elsewhere I can't keep coming on here.",2022-06-29 14:48:18,1
115,paddypower,Easy and professional app,2023-02-03 05:03:50,5
116,paddypower,Simple app to use never crashes,2023-02-03 09:26:42,5
117,paddypower,"Good choice of betting options, and Fan Denial is genius .",2023-01-29 07:28:49,5
118,paddypower,"its my new favourite app. The only problem is you cannot always watch racing UK videos, no matter what stake it's a different video player to sky Sports racing, which always works perfectly, the player on racing UK vids needs changing then it will be a great app. And no I don't need to clear cookies I've checked on different phones tablet so and asked friends they all struggle with racing UK vids",2020-06-16 04:48:27,4
119,paddypower,"It was quite an easy to use app, but over the last week or so, something has changed, so you can't view a full race card, without going into it. When doing an acca, etc, where you scroll between races, this is annoying & time consuming.",2022-05-06 14:23:22,3
120,paddypower,"DO NOT USE. I opened an account 2 weeks ago and got it verified, made a bet of £5 and won £200. I tried withdrawing the money using the same method I deposited, my account got frozen for 2 weeks. After contacting the support team several times, I received an email that my account was closed for security reasons and I couldn't withdraw the money I won. Moreover, it was specified to me that they reserve the right to not disclose the reason. Joke of a company, glad I didn't win more.",2022-09-28 04:18:04,1
121,paddypower,"I use a few betting apps but this is far the best one, so, so easy to navigate everything in place as you would like, great offers too. Can't absolutely fault it what's so ever, highly recommended 👌 💯",2023-01-28 05:37:41,5
122,paddypower,"Signed up and deposited £10,started playin on the slots and bingo had abit of a win and withdrew some money and left some in my account to play with,then I'm being asked to verify who I am? So I send all documents they've asked for and still nearly 2 weeks on I can't access my account!! I don't understand why this wasn't done before depositing money! Utter bollox!",2022-10-31 13:35:59,1
123,paddypower,"Every time and day I try to play quantum leap roulette it's crashes, freezers, lags. And slot of my bet get a message saying bet not confirmed when I place a bet then it comes in and I would ha e won so many times if it didn't cancel my bet. I also have good Internet so I know it isn't to do with me with the connection.",2022-12-07 07:39:45,2
124,paddypower,Cannot access app. I had this app on my old phone and when I tried to use it in my current phone which I have been using ofr nearly two years now. A pop up states that the app cannot open as it does not operate in the country I am in. Very stsrnage so the app doesn't operate in Ireland anymore no. I have checked my location is on I ahve also tried turning off the location. Still the problem persists and I have no idea what the problem is.,2022-07-08 04:51:09,2
125,paddypower,When you win any sort of money off pp you lose best odds you lose out on money back specialis you don't get to opt into any free bets ohh you don't get free bets so if you want any of above make sure you only LOSE MONEY,2023-01-27 14:59:45,1
126,paddypower,"It was a bit of a mare getting my account accredited but eventually after a few weeks it was done. The app is good, with no issues and lots going on. Thanks",2023-01-13 11:51:20,4
127,paddypower,Impossible to contact. Don't talk to bots.,2023-02-04 07:40:11,2
128,paddypower,"Mostly user friendly but sometimes ridiculously slow, don't expect instant turnover at peak betting times but 30 seconds is frustrating. Suggest you invest in the server infrastructure. Edit: if anything it's getting worse.",2022-10-09 13:17:37,3
129,paddypower,Very easy navigation,2023-01-29 08:01:05,5
130,paddypower,Great betting app easy to use,2023-01-29 03:16:12,5
131,paddypower,So easy to navigate around,2023-02-01 07:14:17,5
132,paddypower,"Awful, app really slow,cash outs terrible",2023-01-28 10:05:36,1
133,paddypower,"Efficient, good odds and offers.",2023-01-31 07:20:24,5
134,paddypower,"App always works, used to get more free bets but still good",2023-01-28 05:56:30,5
135,paddypower,Good service and fair offers,2023-02-04 12:08:13,5
136,paddypower,Always great fun and informative,2023-01-27 11:10:55,4
137,paddypower,Much easier than walking to the bookies lol,2023-01-31 12:10:46,5
138,paddypower,There are better sports betting apps,2023-02-06 14:41:20,1
139,paddypower,Great app...matching knickers all the way,2023-02-03 15:29:42,5
140,paddypower,Good prices and info online,2023-02-11 04:03:45,4
141,paddypower,Spot on ten times better than 365!,2023-01-27 13:31:10,5
142,paddypower,"Great Craic, Nice offers, fair play compared to the rest.. spot on Paddy Power",2023-01-28 04:44:15,5
143,paddypower,Easy to navigate,2023-02-03 20:54:17,4
144,paddypower,Easy to use and good bonuses,2023-01-28 03:09:48,5
145,paddypower,"If you lose at least entertained,,good betting site",2023-02-03 13:57:20,5
146,paddypower,"Great experience, easy to use app",2023-02-04 08:29:21,4
147,paddypower,Very easy to use site,2023-01-25 09:55:53,5
148,paddypower,Best betting out there well done paddy Power,2023-01-29 07:23:14,5
149,paddypower,Great . Winnings in my bank straight away .Best odds and free bet every Monday (well just me),2023-01-25 13:50:37,5
150,paddypower,By far THE best user friendly betting site out there.,2023-02-04 13:38:57,5
151,paddypower,App is good.but was let down over a recommend a friend. That's why I didn't give 5 stars,2023-01-28 12:57:44,4
152,paddypower,Very easy to use and very enjoyable.,2023-01-29 18:10:57,5
153,paddypower,Should be more upfront about their offers especially which meeting's have guaranteed best odds,2023-02-02 10:50:03,3
154,paddypower,Excellent working Even live betting,2023-01-28 10:04:54,5
155,paddypower,"Exceptional, as always.",2023-01-27 07:27:20,5
156,paddypower,"It's Been Ok, But I'd Like To See Previous Bets To Keep Up With Who's Winning & Losing⚽️ Have A Nice Day",2023-02-03 13:07:02,3
157,paddypower,"Always find some mental acca's put together and they just come in, 👍",2023-01-28 11:12:58,5
158,paddypower,"Nice app, does what it needs to do, easy to use",2023-02-11 03:51:09,5
159,paddypower,"Be VERY careul, selections move around When substitutions happen in football matches what is displayed on screen does not match when you select the player. Seems they take a while to realign in the background so if you select a player, when the bet comes up for confirmation you will find it is a different player no matter how many times you try. Seems they are incapable of coping with in game substitutions.",2019-07-08 05:57:48,1
160,paddypower,Football needs a wider choice and should be made easier to find also a few decent specials and it will get my 5th star (Still no win/loss ratio section in app come on seems only fair you put this as an option) A year later a still no change on the football section. We want it better it's just not as competitive as the rest. I'll still use PP as its handy with the shop across the road but just wish more was spent of the football side of it.,2021-03-17 06:15:46,4
161,paddypower,"Not a huge fan of the look of the app, it's very slow and especially when wanting to look at in play stats during a game. Odds are lower on almost all matches compared to my old bookies Ladbrokes which is very disappointing, only switched as there app is full of bugs. Don't see what the hype surrounding Paddy Power is, suppose I will play on and see weather to return to Ladbrokes.",2020-11-07 04:07:28,3
162,paddypower,I'm happy with paddy Power my no 1 betting and gaming site,2023-01-27 11:11:42,5
163,paddypower,The application is an absolute disgrace its extremely slow on most mobile devices and tablets basically its slow as hell and makes the experience of using the app very very bad i personally think they make the app slow on purpose as to piss people off who are trying to stick together a few accumalators or picking whatever sport it may be. From a good customer of paddy power services you should be absolutely ashamed of yourselves as a company. I will be using a different service from now on.,2019-08-24 09:18:17,1
164,paddypower,"Its slow to navigate around and load pages throughout the app is lagging. Also the layout of bets aren't easy for getting a quick bet on. 2 stars for the value of odds, they seem slightly better value than other big betting sites and 1 star for the layout it just doesn't work as good as others. IMO.",2019-09-07 11:53:06,3
165,paddypower,"Terrible, don't waste your time with this app!!! Had the app for a week and as soon as i won something my account got suspended. Despite sending the necessary documents to prove who i am, it has been over a month and I'm still locked out of it. Tried contacting them several times and it either crashes or if you get through to someone they just fob you off saying it's meant to take 72 hours to verify people, but it's taking longer than expected. They don't intend to pay out, please beware!!!",2020-12-02 05:38:43,1
166,paddypower,"App is good. Cant seem to enlarge picture on the phone but can on the pad. Definitely the easiest app to manoeuvre about in and the freebies are all much appreciated. One annoyance was that my brother was trying to cash out a lucky 15 bet where the first two had won but it kept failing, this was last week and apparently many others had problems with the app.",2020-06-16 13:11:36,4
167,paddypower,the paddy power site is great easy to navigate round to all the sports you like and easy to put bets on . however the app is rubbish it's very slow and every time you pick something the screen is delayed by a few seconds so you end up picking wrong bets or having to wait 5 seconds after you scroll down to pick the right selection,2019-08-10 04:50:53,3
168,paddypower,Very good service and handy 👍,2023-02-11 03:37:24,5
169,paddypower,Always give something back with free bets for regular users,2023-01-26 07:44:59,5
170,paddypower,"Website is horrible to use at times, for example trying to select a competition to place a bet and won't take you into a correct screen. Just put all football under one long list rather than having to search for individual teams and leagues. Could be made simple.",2021-10-16 07:32:45,2
171,paddypower,Always consistent and fair when it comes to free bets,2023-01-30 12:43:58,4
172,paddypower,Having used William Hill (terrible slow app that crashes.) sky bet which I don't mind. Bet365 which I must admit is a good app. And coral which is okay. I find this app creeping the win. Regular offers. No lag or crashing. Free games for an opportunity at a win with a scoring game and beat the drop. It's fun even when your not losing ya bets. Would recommend paddy Power to any level punter rookie or winners alike,2019-03-10 08:57:27,5
173,paddypower,"Decent app when it works, haven't been able to open the app for a while now, also can't even open the website through a browser, dogshit. tried deleting, re installing, clearing cache, clearing data, restarting phone, would be happy to give a positive review if I could get the app to actually work, I'm on galaxy S10+",2021-05-02 09:41:07,1
174,paddypower,The new structure of the app is a disgrace. It's more difficult to find the location of certain soccer games and horse races. It takes longer to get to your desired punt. The app is structured to bring you to next horse race or popular soccer matches.,2021-03-29 14:19:35,1
175,paddypower,"The only let down is when depositing via an alternative route e.g PayPal the page refreshes but the transaction never follows through. Despite a warning saying not to refresh the page as it will automatically, as you wait the page refreshes but the transaction hasn't been completed. Annoying having to constantly Deposit directly from my bank account.",2018-11-07 13:37:23,4
176,paddypower,"Good odds but not as much options for accumulators. . Maybe it'll change when more games are back on. . I like number of goals acca, multi option bet builder, or just a general 6 fold result and both teams to score. Brilliant card though which is easy to use and allows you to access winnings instantly :)",2020-05-18 02:29:34,4
177,paddypower,"Completely unusable! The app literally doesn't open. You click on the app and it stays on the loading screen with ""PP."" for eternity. I've had it for 2 weeks and still haven't got past the loading screen. I gave it 46 minutes the last time I tried to open and it just didn't want to. If playstore allowed 0 star reviews I'd give it one",2021-12-02 06:20:47,1
178,paddypower,"Its only the phone app thats down, use ur browser to access the paddy power online site, bookmark or save it to ur start screen, log on as normal works OK, use that till they sort the app out. Worked fine but has obviously had an update that is not suitable for some phones, once app has loaded, it will not then respond to anything, I understand these things happen but its never corrected quick enough, remove the new update & run back on with the old one till its sorted.",2018-12-16 08:23:31,1
179,paddypower,I just think that the in play football betting can be put on maybe 10mins before the matches start. Also it's awkward to have to go into each individual match for over and under goals which is a very popular bet. It would be better if you could choose match betting and over/under when you are going down the list of up next matches,2019-12-14 23:38:18,2
180,paddypower,"Over the past few months the app has changed. Sometimes making it very difficult to use. It becomes slow, pressed the wrong selections and the new way of viewing betting slip is annoying... As for odds, bet 365 wins all day.",2020-02-12 07:42:28,3
