,Company,Review,Date,Rate
57,r888,"I only downloaded the app to purely put it out there that 888 casino in general seem to be rubbish and more on the scam end. In middle of playing roulette and started rejecting bets, logged me out and now cant log back into account? Says to contact customer support. Seems to me best staying with the other better known gambling websites. Complete con of a site and most likely an app also!",2019-04-24 10:17:54,1
58,r888,"Absolutely terrible, after putting in untold amounts of money and just not winning anything I have decided to cut my losses and uninstall the app forever. The promotion spin did not work even though I used the code. I'm surprised this is legal",2022-01-20 08:02:39,1
59,r888,"Thus site is an effing rip off. They don't tell you you're gambling with your own money and then tell you with your bonus money, which you can't withdraw. The banking takes forever too, you're sat looking at spinning circles for minutes at a time. Don't waste your time or money with this site as I have. Steer well clear and use the gaming on a betting app if that's you're thing.",2022-01-07 17:48:21,1
60,r888,"I don't know why so many people gave it a 1star. I understand the 88 free spins is not great as I told my friend to download it and she got £4.67 from 10p spins after all 88 spins. Well, I told her to download it cause I won £4,865 from Brass, however, I was playing £3 spins, and it did take a while. All in all, I spend nearly £500 to finally win £4,500. I love the Casino app, its not rigged and its all luck. Sometimes u will you get an amazing run, some games are just trash and some u win BIG.",2022-12-12 04:42:07,5
61,r888,"Guy's please be careful with this casino, I spent £ 6,000 on this casino, they didn't raise me more than £ 2,000 and then they all take them back, they don't give me anything at all to make a deposit again ... the nice part is, it only gives you a free spin after 2000 £ deposit, and free spin or minimum jackpots. I'm talking about the 5 × 2 stake. so if you left the game feeling tired, tomorrow when you want to play again you have to start over with £ 2000 if you are lucky enough to hit somethin",2022-01-14 15:28:19,1
62,r888,"WHY HAS THIS APP GOT SUCH A HIGH RATING WHEN MOST OF THE REVIEWS ARE BAD??? This is the worse casino I have ever played. Doesn't pay out, no daily bonus you've to deposit £20 to spin the wheel and if you win you can't cash out and you can only spend bonus winnings on certain games. Ladbrokes and sky bet are so much better. Better games better bonus and decent payouts.",2022-07-12 06:13:29,1
63,r888,"Great casino very good slots. As long as you know when to walk away, and only bet what you are willing to loose. But played some very good games. Great app never had any problems transferring money back and forth. Enjoy",2019-11-26 14:51:15,5
64,r888,"Spent a few hundred pound approx 400-500gbp on 40-50p spins over the past few months, biggest win I ever had was about £38, there other casinos out there which dont tamper the odds, regardless of what these people say, and what regulations they are bound to, the numbers don't add up, take your money elsewhere to a more desirable casino. You have been warned. App is also not very professional takes you to a browser to deposit.",2020-05-02 21:54:33,1
65,r888,DO NOT USE! Downloaded this app this morning. Played a few games and the app crashed and now my device is stuck in a boot loop!  I'm now going to lose all my data as well as my digital travel tickets. All in all this app is going to cost me over £300 without even placing a bet!,2019-04-01 04:42:36,1
66,r888,"The odds of winning on here are rubbish compared to other sites, it shadows the reels on slots to the point you can tell if your going to lose before the reels have stopped. It states that the odds of a return are 94% more like 49%. Best advice I could give is keep your money and stay well clear of this one.",2022-06-27 22:58:30,1
67,r888,"Installed it, clearly stated i would get £88 cash deposit for registering, but no. Email stated 30 free spins, but couldn't claim that either due to ""technical issues"". No technical issues when they asked me for my minimum of £20 deposit........ funny that.",2019-03-10 04:04:56,1
68,r888,"Awful experience, I've never had such a bad time on a casino website before, the games seem to have a much less win rate than other casinos, ive lost around £300 now with the expectancy that surely a few games are gonna pay out eventually, no, every game I did get no matter the stake seemed to be very unlucky and pay out low, too often for it to just be bad luck. Withdrawals also take waaaaay to long. I wont ever return and I will definetly be warning people over 888casino.",2021-01-31 03:36:54,1
69,r888,"Signed up over a week ago, still not received my sign up bonus. Messaged twice about this and nothings been done, still not received any response from them to explain why or fix the problem. Waste of time if you ask me so I wouldn't even bother signing up if your expecting the bonus. One star is to much.",2020-08-27 06:47:03,1
70,r888,Absolutely shocking at best AVOID AVOID AVOID SAID NO WAGERING (LIE) SAID GET FREE SPINS(LIE) SAID ID RECIEVED A BONUS (lie) spent £40 on 4 slots £10= 50 20p spins per slot dead spin after dead spin on each Didn't get 1 feature not even 2 bonus symbols to get my hopes up. Just watched it all dissappear. I honestly feel like I've just been mugged down the street. And don't give me any rubbish about it being random. I play a lot of casino sites and this is by far the worst. Absolutely LIVID !!!,2022-04-16 04:37:01,1
71,r888,"Please don't download this app, the ""winnings"" aren't yours, I got up to £40 but you can't withdraw it so you end up spending it trying to make more but I'm warning anyone that reads this it's so rigged against you and they dont eveb try to hide it! Your best bet is to take the 88 spins then leave it alone till it let's you withdraw it",2023-01-20 12:52:10,1
72,r888,I love playing this site I've put a lot of money in still haven't had that big payout yet still waiting for it just wish for what I put in would have a bit more apart from that it is a brilliant sight to go on,2023-01-27 18:43:48,5
73,r888,Just here to let people know that this app is for real. I been playing on different apps for a very long time. But this app gave me a lot of money on very little money I spent and believe it or not best part is resently while playing slots I hit a jackpot of £1000. Thank you 888 casino . ❤️,2022-11-02 17:33:38,5
74,r888,"Misinformation, false advertising. You receive £88 sign up bonus but once you reach £10 winnings the remaining sign up bonus is taken away and you are then left with the £10. In my case I still had £68 sign up money left after a few bets but lost all that once I had reached £10. Your ad is misleading and should not be allowed. Avoid and keep your money in your pocket",2021-10-26 23:51:01,1
75,r888,Nah... Horrible experience. All you guys do is TAKE and then give back peanuts. And then you're displaying messages like we should have fun while gaming... People are having hearth attacks and depression because of your f-ing greed. There other casinos much more professional and much better equipped that give back from time to time. Imma try my luck there.,2023-01-19 14:39:57,1
76,r888,Only had the app for a day and the games are great but there must be a glitch as it keeps crashing all the time so I have withdrawn my funds and lost over 100 in bonuses but it's not worth the faff,2023-01-17 00:00:51,2
77,r888,"Amazing, got 88 free spins whitch is equal to £8.80 and won 9.50 bonus credit just off the free spins, then I was able to keep winning and losing but eventually made a few all in bets whitch turned out good and turned it into £50 which is now withdrawable, just waiting 1-3 business days to receive the money to make sure its legit and there willing to give me free money then will definatly be redepositing some to most of it to continue playing! Would definatly recomend put play responsibility !!",2022-06-10 21:46:47,5
78,r888,"Really poor. App is slow and hard to use. Also they gave me £88 in free play credits, I won the jackpot with it, but am not allowed to withdraw the money. It says you have to deposit 30 x the amount won in order to claim it, which is absurd. Don't waste your time or money.",2019-03-29 09:10:07,1
79,r888,Robbing fooockers. KEEP YOUR MONEY!!!! Also the 88quid sign up bonus is a false advertising. You can make 10£ maximum from the 88 given to you. I HAD 79£ LEFT FROM THAT 88 and they took it off me once I made £10.. I also span roulette at 11.50£ a spin had 80quid left and they took it off me on one spin when game lagged out. I've emailed them. Still awaiting a reply after a week! STAY WELL CLEAR,2020-07-07 08:18:27,1
80,r888,What a waste of time I don't gamble loads or anything but I've never ever won with your. Your daily spins are beyond shocking compared to other casino games I'm 100% sure these games are rigged,2023-01-31 05:19:41,1
81,r888,"Don't danlwld this app,I deposited money, then when I came into the game, it repeatedly repeats the password and the user is wrong. I have been working a few times but it doesn't work. Not playing for money and time, no one will answer you. It is not replying.",2022-05-03 12:55:00,1
82,r888,"One thing about 888, u can win something with small wager,. But yet again I don't recommend no one casinos. Only winning is loosing your money. Lot's of games but you need a lot money to play. If you don't have back up, do not play these games. They not gonna give u fortune for 10 quid. Years experience, I learn one thing these casinos, you never win anything. Just becomes obsession for you, and you thinking you will win next time. You will win, when you stop playing online casinos or real ones.",2021-02-13 15:19:33,4
83,r888,"Utter scam. I have signed up, sent documents, deposited money and now my account has been disabled so I can't claim my welcome bonus or withdraw my deposit. They don't reply to emails, I've sent 3 so far. Avoid at all costs and use a reputable company instead as this one is nothing but a theif! I would give 0 stars if possible!",2020-03-21 08:42:56,1
84,r888,"I try to register, and it ends in choosing an amount of money to get debited before I even get started. I don't want to get charged >£10 before having the ability to look at the app, let alone attempt to win it back again.",2019-09-13 13:39:27,1
85,r888,"what a load of bull. ""play with £88, no deposit necessary"". then upon installation and setting up it redirects to the, ""cashier"" where a minimum £10 deposit is required! Trading standards will be getting a concisely worded, (complete with screen shots) email and written letter of complaint!",2019-06-01 20:05:17,1
86,r888,My girlfriend had trouble with payouts and eventually she got 99 year ban it was horrendous. But I opened it up few days ago not won on slots yet but football bet come in today for over 350 quid. Its still pending but hopefully it won't take over 3 week like my girlfriend then ask for it over email and get banned of site. But all in all its good. Wide variety of slots and great online casino experience 👍👍,2021-02-27 14:49:16,4
87,r888,I made my self a member about 6 months or there abouts and I was told that you get 88 free spins bonus with no deposit needed and I have never received them and av sent a good few messages to them about it an never got a reply and never got the new player when u sign up and ment to get the bonus free spins it's just a con to loure you into its a joke I would recommend anyone not to go on to this site,2023-01-10 08:47:12,4
88,r888,"Don't bother gambling it's a con Trust me no way your winning any big jackpots the amount of times on multiple sites you get put 1 place away on the wheel from a big jackpot and your given like a x50 stake instead 😆 then just been on a bonus game with ""extra chances"" to get the wheel on age of gods not even one triggered and all I got was 15p great bonus that like seriously its bad enough sites tease the bonus then you get it and get screwed over.",2023-01-02 13:37:16,1
89,r888,it's alright even though it's difficult to navigate and roulette is poor. Daily games is a decent freebie but be better if you could top up fiver as tenner minimum.,2022-12-14 14:44:14,3
90,r888,Really misleading. Was supposed to get 88 free spins with no deposit if registered. I have registered and no free spins. Talked to one of there customer service autobots and it is 30 spins. Still got no spins.,2023-01-13 08:08:21,1
91,r888,"This is the worst experience playing online. App or website does crash every few seconds, loosing connection with the server or errors after errors every few spins",2022-12-22 19:16:40,1
92,r888,I enjoy playing slots. But your daily free game is fixed because it only gives you the lower spins all time . You need to change your free daily game it's not good at all.,2022-12-18 01:14:47,5
93,r888,Deposited 30 pound only triggered a bonus twice and didn't even get any decent amount back most I won was 2 pound. You win every couple of spins but its half your bet I wouldn't even waste your time on this game,2022-11-26 16:52:56,1
94,r888,"This guys are legit scammers !! I just played 100 £ And i got nothing in return , not even a single bonus, just small hits ! Don't play on this app , you will lose your money ... Specially on pragmatic ! 888 casino you guys are legit scammers !",2022-11-27 06:26:24,1
95,r888,"Games not great and chance of winning anything is slim to none, just like every other site you need to spent big and a lot before you walk away with anything leaving you in the negative.",2022-11-15 14:37:50,1
96,r888,"started with my 30 free spins and won just £6 so figured I'd try some of the other games, blackjack being my personal favourite, played for over 2 hours without needing to deposit any of my own funds, when I had had enough for the night I check my bankroll and I had over £150 which was wire transferred to my bank account!! 2 hours off free fun and the added bonus of cashing in £150 thanks 888 casino I will be back, looking forward to my first deposit and added credits",2018-12-22 09:06:25,5
